cell_name,sample,patient,source,cell_type,cell_subtype,cluster,cluster_annotation,complexity
3,BC05_TUMOR1,BC05,breast tumor,T_cell,T-reg,87,T:Reg,642
39,BC05_TUMOR1,BC05,breast tumor,T_cell,T-reg,87,T:Reg,644
56,BC05_TUMOR1,BC05,breast tumor,T_cell,T-reg,87,T:Reg,480
261,BC05_TUMOR1,BC05,breast tumor,T_cell,T-reg,87,T:Reg,570
275,BC05_TUMOR1,BC05,breast tumor,T_cell,T-reg,87,T:Reg,450
281,BC05_TUMOR1,BC05,breast tumor,T_cell,T-reg,87,T:Reg,835
32,BC05_TUMOR1,BC05,breast tumor,NK_cell,NK cell,88,NK:CD56+16+3-,595
79,BC05_TUMOR1,BC05,breast tumor,NK_cell,NK cell,88,NK:CD56+16+3-,889
216,BC05_TUMOR1,BC05,breast tumor,NK_cell,NK cell,88,NK:CD56+16+3-,597
302,BC05_TUMOR1,BC05,breast tumor,NK_cell,NK cell,88,NK:CD56+16+3-,737
61,BC05_TUMOR1,BC05,breast tumor,Neutrophil,Neutrophil,89,NEUTROPHIL:,434
92,BC05_TUMOR1,BC05,breast tumor,Neutrophil,Neutrophil,89,NEUTROPHIL:,404
140,BC05_TUMOR1,BC05,breast tumor,Neutrophil,Neutrophil,89,NEUTROPHIL:,308
149,BC05_TUMOR1,BC05,breast tumor,Neutrophil,Neutrophil,89,NEUTROPHIL:,754
176,BC05_TUMOR1,BC05,breast tumor,Neutrophil,Neutrophil,89,NEUTROPHIL:,651
224,BC05_TUMOR1,BC05,breast tumor,Neutrophil,Neutrophil,89,NEUTROPHIL:,380
225,BC05_TUMOR1,BC05,breast tumor,Neutrophil,Neutrophil,89,NEUTROPHIL:,704
262,BC05_TUMOR1,BC05,breast tumor,Neutrophil,Neutrophil,89,NEUTROPHIL:,268
263,BC05_TUMOR1,BC05,breast tumor,Neutrophil,Neutrophil,89,NEUTROPHIL:,444
279,BC05_TUMOR1,BC05,breast tumor,Neutrophil,Neutrophil,89,NEUTROPHIL:,1022
305,BC05_TUMOR1,BC05,breast tumor,Neutrophil,Neutrophil,89,NEUTROPHIL:,253
20,BC05_TUMOR1,BC05,breast tumor,B_cell,B cell,90,B:,690
35,BC05_TUMOR1,BC05,breast tumor,B_cell,B cell,90,B:,752
80,BC05_TUMOR1,BC05,breast tumor,B_cell,B cell,90,B:,685
89,BC05_TUMOR1,BC05,breast tumor,B_cell,B cell,90,B:,672
137,BC05_TUMOR1,BC05,breast tumor,B_cell,B cell,90,B:,750
277,BC05_TUMOR1,BC05,breast tumor,B_cell,B cell,90,B:,651
323,BC05_TUMOR1,BC05,breast tumor,B_cell,B cell,90,B:,643
329,BC05_TUMOR1,BC05,breast tumor,B_cell,B cell,90,B:,698
337,BC05_TUMOR1,BC05,breast tumor,B_cell,B cell,90,B:,608
27,BC05_TUMOR1,BC05,breast tumor,Monocyte,Monocyte,91,MONOCYTE:,1703
94,BC05_TUMOR1,BC05,breast tumor,Monocyte,Monocyte,91,MONOCYTE:,1331
136,BC05_TUMOR1,BC05,breast tumor,Monocyte,Monocyte,91,MONOCYTE:,1525
206,BC05_TUMOR1,BC05,breast tumor,Monocyte,Monocyte,91,MONOCYTE:,1385
240,BC05_TUMOR1,BC05,breast tumor,Monocyte,Monocyte,91,MONOCYTE:,1507
244,BC05_TUMOR1,BC05,breast tumor,Monocyte,Monocyte,91,MONOCYTE:,2594
271,BC05_TUMOR1,BC05,breast tumor,Monocyte,Monocyte,91,MONOCYTE:,2346
286,BC05_TUMOR1,BC05,breast tumor,Monocyte,Monocyte,91,MONOCYTE:,1917
348,BC05_TUMOR1,BC05,breast tumor,Monocyte,Monocyte,91,MONOCYTE:,1612
5,BC05_TUMOR1,BC05,breast tumor,NK_cell,NK cell,92,NK:CD56+16+3-,393
64,BC05_TUMOR1,BC05,breast tumor,NK_cell,NK cell,92,NK:CD56+16+3-,631
119,BC05_TUMOR1,BC05,breast tumor,NK_cell,NK cell,92,NK:CD56+16+3-,645
256,BC05_TUMOR1,BC05,breast tumor,NK_cell,NK cell,92,NK:CD56+16+3-,672
334,BC05_TUMOR1,BC05,breast tumor,NK_cell,NK cell,92,NK:CD56+16+3-,548
19,BC05_TUMOR1,BC05,breast tumor,T_cell,CD4 T cell,93,T:CD4+EM,708
37,BC05_TUMOR1,BC05,breast tumor,T_cell,CD4 T cell,93,T:CD4+EM,846
40,BC05_TUMOR1,BC05,breast tumor,T_cell,CD4 T cell,93,T:CD4+EM,1043
207,BC05_TUMOR1,BC05,breast tumor,T_cell,CD4 T cell,93,T:CD4+EM,561
291,BC05_TUMOR1,BC05,breast tumor,T_cell,CD4 T cell,93,T:CD4+EM,1093
300,BC05_TUMOR1,BC05,breast tumor,T_cell,CD4 T cell,93,T:CD4+EM,1366
14,BC05_TUMOR1,BC05,breast tumor,Monocyte,Monocyte,94,MONOCYTE:,1273
34,BC05_TUMOR1,BC05,breast tumor,Monocyte,Monocyte,94,MONOCYTE:,974
134,BC05_TUMOR1,BC05,breast tumor,Monocyte,Monocyte,94,MONOCYTE:,918
209,BC05_TUMOR1,BC05,breast tumor,Monocyte,Monocyte,94,MONOCYTE:,1141
280,BC05_TUMOR1,BC05,breast tumor,Monocyte,Monocyte,94,MONOCYTE:,1061
28,BC05_TUMOR1,BC05,breast tumor,T_cell,CD4 T cell,95,T:CD4+CM,396
95,BC05_TUMOR1,BC05,breast tumor,T_cell,CD4 T cell,95,T:CD4+CM,507
117,BC05_TUMOR1,BC05,breast tumor,T_cell,CD4 T cell,95,T:CD4+CM,669
142,BC05_TUMOR1,BC05,breast tumor,T_cell,CD4 T cell,95,T:CD4+CM,315
153,BC05_TUMOR1,BC05,breast tumor,T_cell,CD4 T cell,95,T:CD4+CM,535
187,BC05_TUMOR1,BC05,breast tumor,T_cell,CD4 T cell,95,T:CD4+CM,671
230,BC05_TUMOR1,BC05,breast tumor,T_cell,CD4 T cell,95,T:CD4+CM,561
352,BC05_TUMOR1,BC05,breast tumor,T_cell,CD4 T cell,95,T:CD4+CM,615
607,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,2,T:CD4+NAIVE,240
620,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,2,T:CD4+NAIVE,509
705,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,2,T:CD4+NAIVE,443
549,BC05_TUMOR2,BC05,breast tumor,NK_cell,NK cell,4,NK:CD56+16+3+NKT,369
395,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,5,T:CD8+NAIVE,275
375,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,8,B:,540
410,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,8,B:,353
633,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,8,B:,461
674,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,8,B:,581
368,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,11,T:CD8+EM,622
446,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,11,T:CD8+EM,602
465,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,11,T:CD8+EM,529
470,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,11,T:CD8+EM,713
581,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,11,T:CD8+EM,667
634,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,11,T:CD8+EM,713
645,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,11,T:CD8+EM,729
657,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,11,T:CD8+EM,469
718,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,11,T:CD8+EM,551
439,BC05_TUMOR2,BC05,breast tumor,NK_cell,NK cell,12,NK:CD56+16+3+NKT,804
487,BC05_TUMOR2,BC05,breast tumor,NK_cell,NK cell,12,NK:CD56+16+3+NKT,324
398,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,15,T:CD8+EM,823
440,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,15,T:CD8+EM,1031
572,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,15,T:CD8+EM,1164
648,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,15,T:CD8+EM,784
709,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,15,T:CD8+EM,747
444,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,16,T:CD4+CM,642
485,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,16,T:CD4+CM,777
461,BC05_TUMOR2,BC05,breast tumor,Macrophage,Macrophage,23,MACROPHAGE:,691
538,BC05_TUMOR2,BC05,breast tumor,Macrophage,Macrophage,23,MACROPHAGE:,462
576,BC05_TUMOR2,BC05,breast tumor,Macrophage,Macrophage,25,MACROPHAGE:,752
420,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte precursor,27,MONOCYTE:precursor,486
490,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte precursor,27,MONOCYTE:precursor,345
608,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte precursor,27,MONOCYTE:precursor,513
692,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte precursor,27,MONOCYTE:precursor,495
712,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte precursor,27,MONOCYTE:precursor,755
383,BC05_TUMOR2,BC05,breast tumor,Neutrophil,Neutrophil,29,NEUTROPHIL:,368
384,BC05_TUMOR2,BC05,breast tumor,Neutrophil,Neutrophil,29,NEUTROPHIL:,377
489,BC05_TUMOR2,BC05,breast tumor,Neutrophil,Neutrophil,29,NEUTROPHIL:,378
636,BC05_TUMOR2,BC05,breast tumor,Neutrophil,Neutrophil,29,NEUTROPHIL:,369
695,BC05_TUMOR2,BC05,breast tumor,Neutrophil,Neutrophil,29,NEUTROPHIL:,732
409,BC05_TUMOR2,BC05,breast tumor,Mast,Mast,31,MAST:,929
463,BC05_TUMOR2,BC05,breast tumor,Mast,Mast,31,MAST:,1964
551,BC05_TUMOR2,BC05,breast tumor,Mast,Mast,31,MAST:,1190
602,BC05_TUMOR2,BC05,breast tumor,Mast,Mast,31,MAST:,1986
638,BC05_TUMOR2,BC05,breast tumor,Mast,Mast,31,MAST:,1618
416,BC05_TUMOR2,BC05,breast tumor,Dendritic,mDC,37,mDC:,1817
437,BC05_TUMOR2,BC05,breast tumor,Dendritic,mDC,37,mDC:,1661
460,BC05_TUMOR2,BC05,breast tumor,Dendritic,mDC,37,mDC:,2284
408,BC05_TUMOR2,BC05,breast tumor,Dendritic,mDC,38,mDC:,407
458,BC05_TUMOR2,BC05,breast tumor,Dendritic,mDC,38,mDC:,517
513,BC05_TUMOR2,BC05,breast tumor,Dendritic,mDC,38,mDC:,950
560,BC05_TUMOR2,BC05,breast tumor,Dendritic,mDC,38,mDC:,272
670,BC05_TUMOR2,BC05,breast tumor,Dendritic,mDC,38,mDC:,337
370,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte,40,MONOCYTE:,2167
564,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte,40,MONOCYTE:,1287
569,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte,40,MONOCYTE:,1876
681,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte,40,MONOCYTE:,1291
691,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte,40,MONOCYTE:,1816
380,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,43,T:CD8+NAIVE,593
486,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,43,T:CD8+NAIVE,690
625,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,43,T:CD8+NAIVE,291
626,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,43,T:CD8+NAIVE,466
524,BC05_TUMOR2,BC05,breast tumor,Mast,Mast,44,MAST:,402
515,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,45,T:CD8+EM,718
520,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,45,T:CD8+EM,330
521,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,45,T:CD8+EM,371
523,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,45,T:CD8+EM,511
453,BC05_TUMOR2,BC05,breast tumor,T_cell,T-reg,46,T:Reg,457
563,BC05_TUMOR2,BC05,breast tumor,T_cell,T-reg,46,T:Reg,556
693,BC05_TUMOR2,BC05,breast tumor,T_cell,T-reg,46,T:Reg,512
387,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,47,T:CD4+CM,723
417,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,47,T:CD4+CM,534
443,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,47,T:CD4+CM,1043
511,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,47,T:CD4+CM,772
587,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,47,T:CD4+CM,789
596,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,47,T:CD4+CM,787
619,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,47,T:CD4+CM,434
393,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,48,B:,704
400,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,48,B:,519
473,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,48,B:,307
495,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,48,B:,276
533,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,48,B:,268
545,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,48,B:,323
590,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,48,B:,563
643,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,48,B:,380
471,BC05_TUMOR2,BC05,breast tumor,NK_cell,NK cell,50,NK:CD56-16+3-,761
488,BC05_TUMOR2,BC05,breast tumor,NK_cell,NK cell,50,NK:CD56-16+3-,649
517,BC05_TUMOR2,BC05,breast tumor,NK_cell,NK cell,50,NK:CD56-16+3-,695
534,BC05_TUMOR2,BC05,breast tumor,NK_cell,NK cell,50,NK:CD56-16+3-,743
588,BC05_TUMOR2,BC05,breast tumor,NK_cell,NK cell,50,NK:CD56-16+3-,959
680,BC05_TUMOR2,BC05,breast tumor,NK_cell,NK cell,50,NK:CD56-16+3-,433
413,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,51,T:CD8+EM,638
462,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,51,T:CD8+EM,604
478,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,51,T:CD8+EM,453
527,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,51,T:CD8+EM,427
555,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,51,T:CD8+EM,546
434,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte,54,MONOCYTE:,1742
532,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte,54,MONOCYTE:,1763
362,BC05_TUMOR2,BC05,breast tumor,T_cell,T-reg,56,T:Reg,1561
385,BC05_TUMOR2,BC05,breast tumor,T_cell,T-reg,56,T:Reg,1254
433,BC05_TUMOR2,BC05,breast tumor,T_cell,T-reg,56,T:Reg,1604
475,BC05_TUMOR2,BC05,breast tumor,T_cell,T-reg,56,T:Reg,1452
482,BC05_TUMOR2,BC05,breast tumor,T_cell,T-reg,56,T:Reg,1970
600,BC05_TUMOR2,BC05,breast tumor,T_cell,T-reg,56,T:Reg,1697
653,BC05_TUMOR2,BC05,breast tumor,T_cell,T-reg,56,T:Reg,955
656,BC05_TUMOR2,BC05,breast tumor,T_cell,T-reg,56,T:Reg,2019
663,BC05_TUMOR2,BC05,breast tumor,T_cell,T-reg,56,T:Reg,1255
679,BC05_TUMOR2,BC05,breast tumor,T_cell,T-reg,56,T:Reg,1604
415,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,57,B:,446
435,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,57,B:,739
529,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,57,B:,874
565,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,57,B:,689
603,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,57,B:,622
617,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,57,B:,485
624,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,57,B:,641
629,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,57,B:,918
632,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,57,B:,626
714,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,57,B:,761
378,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,58,T:CD8+CM,623
554,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,58,T:CD8+CM,519
655,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,58,T:CD8+CM,506
374,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,59,T:CD8+EM,683
404,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,59,T:CD8+EM,607
704,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,59,T:CD8+EM,470
438,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,60,T:CD4+NAIVE,650
483,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,60,T:CD4+NAIVE,722
606,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,60,T:CD4+NAIVE,727
698,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,60,T:CD4+NAIVE,665
703,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,60,T:CD4+NAIVE,571
466,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,62,T:CD8+EM,505
522,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,62,T:CD8+EM,368
557,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,62,T:CD8+EM,385
627,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,62,T:CD8+EM,476
652,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,62,T:CD8+EM,396
664,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,62,T:CD8+EM,614
406,BC05_TUMOR2,BC05,breast tumor,NK_cell,NK cell,63,NK:CD56+16+3-,625
422,BC05_TUMOR2,BC05,breast tumor,NK_cell,NK cell,63,NK:CD56+16+3-,422
494,BC05_TUMOR2,BC05,breast tumor,NK_cell,NK cell,63,NK:CD56+16+3-,440
500,BC05_TUMOR2,BC05,breast tumor,NK_cell,NK cell,63,NK:CD56+16+3-,526
526,BC05_TUMOR2,BC05,breast tumor,NK_cell,NK cell,63,NK:CD56+16+3-,535
589,BC05_TUMOR2,BC05,breast tumor,NK_cell,NK cell,63,NK:CD56+16+3-,479
604,BC05_TUMOR2,BC05,breast tumor,NK_cell,NK cell,63,NK:CD56+16+3-,1419
654,BC05_TUMOR2,BC05,breast tumor,NK_cell,NK cell,63,NK:CD56+16+3-,785
369,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte precursor,64,MONOCYTE:precursor,292
391,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte precursor,64,MONOCYTE:precursor,342
492,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte precursor,64,MONOCYTE:precursor,373
493,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte precursor,64,MONOCYTE:precursor,369
599,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte precursor,64,MONOCYTE:precursor,284
618,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte precursor,64,MONOCYTE:precursor,310
428,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,65,B:,757
431,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,65,B:,815
512,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,65,B:,906
610,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,65,B:,870
659,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,65,B:,637
677,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,65,B:,677
719,BC05_TUMOR2,BC05,breast tumor,B_cell,B cell,65,B:,529
452,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,66,T:CD4+CM,671
535,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,66,T:CD4+CM,585
578,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,66,T:CD4+CM,612
667,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,66,T:CD4+CM,604
684,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,66,T:CD4+CM,834
690,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,66,T:CD4+CM,763
407,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte,67,MONOCYTE:,1406
429,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte,67,MONOCYTE:,1474
476,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte,67,MONOCYTE:,1084
531,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte,67,MONOCYTE:,2755
552,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte,67,MONOCYTE:,1437
650,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte,67,MONOCYTE:,1667
467,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte,68,MONOCYTE:,858
540,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte,68,MONOCYTE:,1260
562,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte,68,MONOCYTE:,2236
566,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte,68,MONOCYTE:,676
579,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte,68,MONOCYTE:,1470
583,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte,68,MONOCYTE:,943
701,BC05_TUMOR2,BC05,breast tumor,Monocyte,Monocyte,68,MONOCYTE:,1086
464,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,70,T:CD4+EM,706
507,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,70,T:CD4+EM,519
546,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,70,T:CD4+EM,542
556,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,70,T:CD4+EM,526
573,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,70,T:CD4+EM,920
630,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,70,T:CD4+EM,630
642,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,70,T:CD4+EM,738
661,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,70,T:CD4+EM,742
666,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,70,T:CD4+EM,679
685,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,70,T:CD4+EM,762
373,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,71,T:CD4+EM,679
424,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,71,T:CD4+EM,631
504,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,71,T:CD4+EM,839
696,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,71,T:CD4+EM,722
716,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,71,T:CD4+EM,531
717,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,71,T:CD4+EM,528
366,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,72,T:CD8+EM,441
536,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,72,T:CD8+EM,571
558,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,72,T:CD8+EM,821
571,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,72,T:CD8+EM,602
628,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,72,T:CD8+EM,588
669,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,72,T:CD8+EM,611
676,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,72,T:CD8+EM,584
699,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,72,T:CD8+EM,585
700,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,72,T:CD8+EM,558
377,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,74,T:CD8+EM,695
403,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,74,T:CD8+EM,543
491,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,74,T:CD8+EM,559
575,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,74,T:CD8+EM,624
593,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,74,T:CD8+EM,643
612,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,74,T:CD8+EM,606
673,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,74,T:CD8+EM,834
720,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,74,T:CD8+EM,481
371,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,75,T:CD4+CM,773
372,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,75,T:CD4+CM,685
412,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,75,T:CD4+CM,853
430,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,75,T:CD4+CM,578
450,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,75,T:CD4+CM,591
459,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,75,T:CD4+CM,711
525,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,75,T:CD4+CM,642
543,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,75,T:CD4+CM,750
544,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,75,T:CD4+CM,541
559,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,75,T:CD4+CM,711
678,BC05_TUMOR2,BC05,breast tumor,T_cell,CD4 T cell,75,T:CD4+CM,656
497,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,76,T:CD8+EM,376
518,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,76,T:CD8+EM,458
541,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,76,T:CD8+EM,518
614,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,76,T:CD8+EM,318
405,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,77,T:CD8+CM,559
448,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,77,T:CD8+CM,628
509,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,77,T:CD8+CM,757
516,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,77,T:CD8+CM,505
528,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,77,T:CD8+CM,427
547,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,77,T:CD8+CM,626
584,BC05_TUMOR2,BC05,breast tumor,T_cell,CD8 T cell,77,T:CD8+CM,760
